Date,Close,Volume,Market_Cap,Variance,Ethereum,Litecoin,Market_Cap_stndrd,Close_stndrd,Litecoin_stndrd,Ethereum_stndrd,Volume_stndrd,Volume_divided,Market_Cap_divided
2017-05-11,1848.57,799489984,30176934751,8924.718,89.88,30.72,-1.475984219365257,-1.4440996718472883,-0.9521433336987194,-1.0694185464833847,-0.9871780021237472,799.489984,3017.6934751
2017-05-12,1724.24,740984000,28150631936,8924.718,88.66,27.45,-1.5118166950511356,-1.4815989750701084,-1.0064316312759936,-1.07429487162228,-0.9956045176203864,740.984,2815.0631936
2017-05-13,1804.91,579635008,29471223857,8924.718,90.84,28.91,-1.4884637798057405,-1.4572680107735998,-0.9821928195136632,-1.0655814381773685,-1.0188433333534077,579.635008,2947.1223857
2017-05-14,1808.91,437196000,29540290794,8924.718,90.79,28.89,-1.4872424227003611,-1.4560615665293204,-0.9825248580309554,-1.065781287568307,-1.0393585768580365,437.196,2954.0290794
2017-05-15,1738.43,731529024,28392885375,8924.718,92.41,25.37,-1.5075327645356524,-1.4773191141135265,-1.040963637074382,-1.0593061673019053,-0.9969663014301305,731.529024,2839.2885375
2017-05-16,1734.45,959044992,28330874003,8924.718,89.44,23.33,-1.5086293533391566,-1.4785195261365847,-1.0748315658381862,-1.0711772211236419,-0.9641975707976391,959.044992,2833.0874003
2017-05-17,1839.09,1064729984,30043626195,8924.718,89.86,25.4,-1.4783416042320343,-1.4469589447062308,-1.0404655792984439,-1.0694984862397598,-0.9489759445303126,1064.729984,3004.3626195
2017-05-18,1888.65,894321024,30856574835,8924.718,96.91,28.36,-1.4639656865947348,-1.4320111005196068,-0.9913238787391986,-1.0413197221174557,-0.9735196517553062,894.321024,3085.6574835
2017-05-19,1987.71,1157289984,32479082015,8924.718,129.53,27.7,-1.4352738007388128,-1.402133508810023,-1.002281149809841,-0.9109379794692897,-0.9356446881178246,1157.289984,3247.9082015
2017-05-20,2084.73,961336000,34068630559,8924.718,126.52,27.51,-1.4071647446131597,-1.3728712036650217,-1.0054355157241168,-0.9229689128037771,-0.9638676008852465,961.336,3406.8630559
2017-05-21,2041.2,1147859968,33361091114,8924.718,157.94,26.3,-1.4196766405509653,-1.3860003331533945,-1.025523846020295,-0.7973835555381311,-0.9370028769820195,1147.859968,3336.1091114
2017-05-22,2173.4,1942220032,35525744380,8924.718,174.26,25.38,-1.3813976207775545,-1.3461273508799543,-1.040797617815736,-0.7321527143358605,-0.8225925734273053,1942.220032,3552.574438
2017-05-23,2320.42,1378749952,37933704066,8924.718,181.95,32.11,-1.3388160499173416,-1.3017844926814583,-0.9290666567469117,-0.7014158780095455,-0.9037481926715263,1378.749952,3793.3704066
2017-05-24,2443.64,1725379968,39952841999,8924.718,190.05,34.45,-1.303110275659382,-1.264619977736426,-0.8902181502237245,-0.6690402766775361,-0.8538236721058305,1725.379968,3995.2841999
2017-05-25,2304.98,2406700032,37690456715,8924.718,174.45,29.9,-1.3431175564472835,-1.3064413674643776,-0.9657569129076995,-0.7313932866502949,-0.7556943238759612,2406.700032,3769.0456715
2017-05-26,2202.42,1763480064,36017660894,8924.718,160.4,23.75,-1.3726987301690512,-1.337374597887706,-1.06785875697505,-0.7875509655039653,-0.8483361812986092,1763.480064,3601.7660894
2017-05-27,2038.87,1700480000,33347170525,8924.718,157.76,23.74,-1.4199228076900439,-1.3867030869256873,-1.0680247762336963,-0.7981030133455091,-0.8574099713503287,1700.48,3334.7170525
2017-05-28,2155.8,1147139968,35264171110,8924.718,170.51,24.22,-1.3860231968602441,-1.3514357055547843,-1.0600558518186833,-0.7471414186562352,-0.9371065773344069,1147.139968,3526.417111
2017-05-29,2255.61,994625024,36901102917,8924.718,194.91,25.21,-1.3570762306222444,-1.3213319055493984,-1.0436199452127197,-0.6496149158783305,-0.9590730404415833,994.625024,3690.1102917
2017-05-30,2175.47,1443970048,35594903085,8924.718,231.91,24.14,-1.3801746408769024,-1.3455030159835395,-1.061384005887852,-0.5017263665839671,-0.8943546552577074,1443.970048,3559.4903085
2017-05-31,2286.41,1544829952,37414813240,8924.718,230.67,25.3,-1.34799194542942,-1.3120422848684457,-1.0421257718849049,-0.5066826314792376,-0.8798279780541323,1544.829952,3741.481324
2017-06-01,2407.88,1653180032,39407633763,8924.718,222.24,28.8,-1.3127515596350996,-1.2754055892802854,-0.9840190313587703,-0.5403772387914398,-0.8642225037802171,1653.180032,3940.7633763
2017-06-02,2488.55,1317030016,40732491835,8924.718,223.77,28.94,-1.2893232031719122,-1.251074624983777,-0.981694761737725,-0.534261847428727,-0.9126376081056052,1317.030016,4073.2491835
2017-06-03,2515.35,1514950016,41177190057,8924.718,224.38,27.66,-1.2814593053825936,-1.242991448547104,-1.0029452268444257,-0.5318236848592794,-0.8841315334604063,1514.950016,4117.7190057
2017-06-04,2511.81,1355120000,41124262595,8924.718,245.33,27.94,-1.2823952572952055,-1.244059151703291,-0.9982966876023348,-0.44808679005611946,-0.9071515737122219,1355.12,4112.4262595
2017-06-05,2686.81,1369309952,43994968834,8924.718,248.46,30.84,-1.231630627868252,-1.1912772160160596,-0.9501511025949662,-0.4355762181833801,-0.9051078195139408,1369.309952,4399.4968834
2017-06-06,2863.2,2089609984,46888622160,8924.718,264.47,30.55,-1.1804602096663421,-1.138076040953941,-0.9549656610957031,-0.37158444320492706,-0.801364254037328,2089.609984,4688.862216
2017-06-07,2732.16,1517709952,44748237218,8924.718,258.07,28.39,-1.2183100763421855,-1.17759915439654,-0.9908258209632603,-0.3971651652450333,-0.8837340246607298,1517.709952,4474.8237218
2017-06-08,2805.62,1281170048,45957247989,8924.718,261.67,30.21,-1.1969303256281625,-1.1554428058503454,-0.9606103158896704,-0.3827760090974735,-0.9178024571586694,1281.170048,4595.7247989
2017-06-09,2823.81,1348950016,46260465854,8924.718,281.74,29.68,-1.1915683201595293,-1.149956500649484,-0.9694093365979136,-0.30255646357482824,-0.908040225816424,1348.950016,4626.0465854
2017-06-10,2947.71,2018889984,48295501718,8924.718,337.67,30.44,-1.1555814120938308,-1.1125868901829241,-0.9567918729408101,-0.07900493487121332,-0.8115499330940604,2018.889984,4829.5501718
2017-06-11,2958.11,1752400000,48471330146,8924.718,340.61,33.22,-1.1524721197291572,-1.1094501351477972,-0.9106385190371947,-0.06725379068403958,-0.8499320237170489,1752.4,4847.1330146
2017-06-12,2659.63,2569530112,43585351533,8924.718,401.49,29.5,-1.2388741661340752,-1.1994750046559395,-0.9723976832535434,0.1760828277224699,-0.7322421896047218,2569.530112,4358.5351533
2017-06-13,2717.02,1781200000,44530631894,8924.718,397.54,30.64,-1.2221581376603787,-1.1821655458611382,-0.9534714877678881,0.16029472583834195,-0.845784009621547,1781.2,4453.0631894
2017-06-14,2506.37,1696560000,41082567339,8924.718,359.05,30.22,-1.2831325825536894,-1.2456999158755115,-0.9604442966310243,0.006450664694016177,-0.857974562157772,1696.56,4108.2567339
2017-06-15,2464.58,2026259968,40402259202,8924.718,361.93,30.22,-1.2951629289547815,-1.2583042421176225,-0.9604442966310243,0.017961989612063915,-0.8104884470692124,2026.259968,4040.2259202
2017-06-16,2518.56,1195190016,41291821423,8924.718,370.23,35.7,-1.2794322018299422,-1.2420232770410693,-0.8694657428929622,0.05113698850782659,-0.9301860121818535,1195.190016,4129.1821423
2017-06-17,2655.88,1534509952,43548031452,8924.718,379.41,47.65,-1.239534122230039,-1.2006060461349515,-0.6710727288108745,0.08782933668410384,-0.8813143497716871,1534.509952,4354.8031452
2017-06-18,2548.29,1178659968,41788418974,8924.718,371.46,46.04,-1.2706505332954323,-1.2330563801954615,-0.6978018294528964,0.05605328352490933,-0.9325668063521076,1178.659968,4178.8418974
2017-06-19,2589.6,1446840064,42470734800,8924.718,370.06,50.32,-1.2585846835792656,-1.2205968272626642,-0.6267455867523662,0.050457500578636204,-0.8939412918263769,1446.840064,4247.07348
2017-06-20,2721.79,1854189952,44643512689,8924.718,359.01,47.22,-1.2201619906322554,-1.1807268610998347,-0.6782115569326568,0.006290785181265432,-0.8352713933116163,1854.189952,4464.3512689
2017-06-21,2689.1,1626579968,44111929173,8924.718,336.87,47.79,-1.22956233951944,-1.1905865266862097,-0.6687484591898292,-0.08220252512622662,-0.8680536649056773,1626.579968,4411.1929173
2017-06-22,2705.41,1097939968,44384244937,8924.718,336.37,47.71,-1.2247467966893266,-1.1856672502801597,-0.6700766132589979,-0.08420101903560992,-0.9441927680808894,1097.939968,4438.4244937
2017-06-23,2744.91,961318976,45037797053,8924.718,341.74,47.34,-1.2131895950052216,-1.1737536133678987,-0.6762193258289035,-0.06273719444883336,-0.9638700528224674,961.318976,4503.7797053
2017-06-24,2608.72,982750016,42807952581,8924.718,323.7,44.49,-1.2526214347256985,-1.2148300237750078,-0.7235348145430417,-0.13484285469938256,-0.9607833772668679,982.750016,4280.7952581
2017-06-25,2589.41,1161100032,42495001716,8924.718,303.25,43.92,-1.2581555553803092,-1.2206541333642675,-0.7329979122858693,-0.2165812555931591,-0.9350959335064171,1161.100032,4249.5001716
2017-06-26,2478.45,1663280000,40677994354,8924.718,272.69,41.13,-1.2902869187865866,-1.254120896700583,-0.7793172854481307,-0.3387292033346659,-0.8627678228903519,1663.28,4067.7994354
2017-06-27,2552.45,1489789952,41897190525,8924.718,293.09,40.54,-1.2687270527930756,-1.2318016781814107,-0.7891124217082506,-0.2571906518318277,-0.8877552938810913,1489.789952,4189.7190525
2017-06-28,2574.79,1183869952,42268942193,8924.718,327.93,42.85,-1.2621531179862018,-1.2250636870771092,-0.7507619729610018,-0.11793559622599986,-0.9318164213844223,1183.869952,4226.8942193
2017-06-29,2539.32,949979008,41690395783,8924.718,302.88,41.07,-1.2723839433179416,-1.2357618314132583,-0.7803134010000073,-0.21806014108610278,-0.9655033287636667,949.979008,4169.0395783
2017-06-30,2480.84,860273024,40735082695,8924.718,294.92,40.35,-1.2892773872517702,-1.2534000462646258,-0.7922667876225264,-0.24987616412348468,-0.9784235261970995,860.273024,4073.5082695
2017-07-01,2434.55,779913984,39980058373,8924.718,274.6,38.99,-1.302628990210636,-1.2673616222815514,-0.8148454067983958,-0.3310949566008216,-0.9899974994825509,779.913984,3998.0058373
2017-07-02,2506.47,803747008,41167015221,8924.718,287.99,41.57,-1.2816392338517635,-1.2456697547694044,-0.7720124380677025,-0.27757528970753714,-0.9865648703335774,803.747008,4116.7015221
2017-07-03,2564.06,964112000,42118211083,8924.718,282.9,46.43,-1.2648185975947768,-1.2282999737623892,-0.6913270783656986,-0.29791995770505914,-0.9634677784154856,964.112,4211.8211083
2017-07-04,2601.64,985516032,42740618673,8924.718,273.3,55.33,-1.2538121455135356,-1.2169654300873827,-0.5435699381706709,-0.3362910407652182,-0.9603849927753269,985.516032,4274.0618673
2017-07-05,2601.99,941566016,42751085999,8924.718,268.77,53.19,-1.25362704474695,-1.2168598662160082,-0.579098059520936,-0.35439739558423095,-0.9667150374234356,941.566016,4275.1085999
2017-07-06,2608.56,761956992,42863758795,8924.718,270.55,51.13,-1.2516345759050558,-1.214878281544779,-0.6132980268020323,-0.3472827572668263,-0.9925838139245236,761.956992,4286.3758795
2017-07-07,2518.66,917411968,41391217675,8924.718,245.99,46.58,-1.2776745110461698,-1.2419931159349624,-0.6888367894860071,-0.4454487780957335,-0.9701939031028602,917.411968,4139.1217675
2017-07-08,2571.34,733329984,42262222823,8924.718,251.7,52.14,-1.262271941125748,-1.2261042452378004,-0.5965300816787763,-0.42262597765057647,-0.9967069122820251,733.329984,4226.2222823
2017-07-09,2518.44,527856000,41397076604,8924.718,242.14,49.58,-1.277570903663609,-1.242059470368398,-0.6390310118921776,-0.46083718119798495,-1.0263009741532378,527.856,4139.7076604
2017-07-10,2372.56,1111200000,39005033499,8924.718,215.36,46.58,-1.3198710109155878,-1.286058491957274,-0.6888367894860071,-0.5678765149845539,-0.9422829486488474,1111.2,3900.5033499
2017-07-11,2337.79,1329760000,38438497236,8924.718,197.4,45.33,-1.3298894527392082,-1.2965455085506743,-0.7095891968167695,-0.6396624162096017,-0.9108041305685388,1329.76,3843.8497236
2017-07-12,2398.84,1117410048,39447604438,8924.718,230.77,48.75,-1.3120447313024914,-1.2781321532723573,-0.6528106103598037,-0.5062829326973609,-0.941388526196148,1117.410048,3944.7604438
2017-07-13,2357.9,835769984,38778935907,8924.718,209.73,46.33,-1.3238692467212148,-1.2904801101125587,-0.6929872709521596,-0.5903795564042099,-0.9819526565895524,835.769984,3877.8935907
2017-07-14,2233.34,882502976,36734255488,38049.992,199.66,42.8,-1.3600267059404627,-1.3280487838794248,-0.7515920692542324,-0.6306292237391893,-0.9752217847304908,882.502976,3673.4255488
2017-07-15,1998.86,993608000,32880721300,38049.992,170.65,38.92,-1.4281713430963916,-1.398770545479094,-0.8160075416089185,-0.7465818403616078,-0.9592195206460091,993.608,3288.07213
2017-07-16,1929.82,1182870016,31748939343,38049.992,157.36,40.91,-1.4481854047438945,-1.4195937731353594,-0.782969709138345,-0.7997018084730156,-0.9319604404338181,1182.870016,3174.8939343
2017-07-17,2228.41,1201760000,36665393517,38049.992,193.42,42.67,-1.3612444384941922,-1.3295357264104994,-0.7537503196166316,-0.6555704277282928,-0.9292397487707693,1201.76,3666.5393517
2017-07-18,2318.88,1512450048,38158677672,38049.992,234.39,44.3,-1.3348376903122106,-1.302248973715506,-0.7266891804573176,-0.491813836793426,-0.8844915995195141,1512.450048,3815.8677672
2017-07-19,2273.43,1245100032,37415031061,38049.992,199.7,40.86,-1.3479880935541582,-1.315957196441133,-0.7837998054315755,-0.6304693442264386,-0.9229975590612033,1245.100032,3741.5031061
2017-07-20,2817.6,2249260032,46376428080,38049.992,227.26,45.02,-1.1895176821142848,-1.1518295053387282,-0.7147357938347985,-0.5203123599412317,-0.7783701342647048,2249.260032,4637.642808
2017-07-21,2667.76,1489449984,43915296559,38049.992,218.3,45.76,-1.233039526299248,-1.1970229067294411,-0.7024503686949872,-0.5561253707973802,-0.8878042588830365,1489.449984,4391.5296559
2017-07-22,2810.12,1177129984,46264340367,38049.992,229.48,46.56,-1.1914998045399292,-1.154085556075531,-0.6891688280032993,-0.5114390469835699,-0.9327871672964789,1177.129984,4626.4340367
2017-07-23,2730.4,1072840000,44957775265,38049.992,225.95,44.06,-1.2146046741096992,-1.178129989864023,-0.7306736426648239,-0.5255484139838159,-0.9478078729788284,1072.84,4495.7775265
2017-07-24,2754.86,866473984,45366654309,38049.992,224.71,44.41,-1.2073741909390012,-1.1707525833102532,-0.7248629686122106,-0.5305046788790864,-0.9775304126732924,866.473984,4536.6654309
2017-07-25,2576.48,1460089984,42433788244,38049.992,206.71,42.24,-1.2592380343813998,-1.2245539643839012,-0.7608891477384139,-0.6024504596168848,-0.8920329288081731,1460.089984,4243.3788244
2017-07-26,2529.45,937404032,41663929265,38049.992,203.95,42.23,-1.2728519685586432,-1.2387387325860184,-0.76105516699706,-0.6134821459966807,-0.9673144807670903,937.404032,4166.3929265
2017-07-27,2671.78,789104000,44013533097,38049.992,204.32,42.14,-1.2313023435182282,-1.19581043026394,-0.7625493403248749,-0.6120032605037371,-0.9886738774024852,789.104,4401.3533097
2017-07-28,2809.01,1380099968,46279316161,38049.992,193.12,40.61,-1.1912349775010438,-1.1544203443533185,-0.787950286897728,-0.6567695240739228,-0.9035537522063474,1380.099968,4627.9316161
2017-07-29,2726.45,803745984,44924534585,38049.992,205.79,41.12,-1.2151924914137393,-1.1793213535552491,-0.779483304706777,-0.6061276884101502,-0.986565017818523,803.745984,4492.4534585
2017-07-30,2757.18,705942976,45435913868,38049.992,197.98,40.42,-1.2061494275692273,-1.1700528456485713,-0.7911046528120037,-0.6373441632747172,-1.0006514155881925,705.942976,4543.5913868
2017-07-31,2875.34,860574976,47388334773,38049.992,203.87,43.02,-1.1716234553951157,-1.1344144826725524,-0.7479396455640182,-0.613801905022182,-0.9783800365737605,860.574976,4738.8334773
2017-08-01,2718.26,1324669952,44804603885,38049.992,226.77,43.04,-1.2173133066541506,-1.1817915481454115,-0.747607607046726,-0.5222708839724273,-0.9115372413619687,1324.669952,4480.4603885
2017-08-02,2710.67,1094950016,44684649516,38049.992,219.95,42.13,-1.2194345404494102,-1.184080776098932,-0.7627153595835209,-0.5495303408964154,-0.9446234056864752,1094.950016,4468.4649516
2017-08-03,2804.73,804796992,46239970790,38049.992,225.34,42.86,-1.1919307481624044,-1.1557112396946978,-0.7505959537023558,-0.5279865765532634,-0.9864136429574645,804.796992,4623.997079
2017-08-04,2895.89,1002120000,47749461443,38049.992,223.07,43.45,-1.1652374095748628,-1.1282163753675662,-0.7408008174422359,-0.5370597389018636,-0.9579935520355608,1002.12,4774.9461443
2017-08-05,3252.91,1945699968,53643452554,38049.992,256.51,46.86,-1.061010000120421,-1.0205351943443923,-0.6841882502439164,-0.4034004662423092,-0.8220913642752412,1945.699968,5364.3452554
2017-08-06,3213.94,1105030016,53006426108,38049.992,261.57,45.1,-1.0722749672657965,-1.032288977394286,-0.7134076397656296,-0.3831757078793503,-0.9431716007530496,1105.030016,5300.6426108
2017-08-07,3378.94,1482279936,55734179251,38049.992,269.18,45.8,-1.0240382735939146,-0.9825231523177534,-0.70178629166040285,-0.3527586305785365,-0.8888369484722526,1482.279936,5573.4179251
2017-08-08,3419.94,1752760064,56417337745,38049.992,296.77,48.63,-1.011957522412677,-0.9701570988138878,-0.6548028414635568,-0.24248173665876663,-0.849880164323046,1752.760064,5641.7337745
2017-08-09,3342.47,1468960000,55145196472,38049.992,296.03,48.01,-1.0344536522587855,-0.9935229077149725,-0.665096035499615,-0.24543950764465394,-0.8907553957736131,1468.96,5514.5196472
2017-08-10,3381.28,1515110016,55791120000,38049.992,295.89,46.5,-1.0230313520277132,-0.9818173824348498,-0.6901649435551759,-0.24599908593928121,-0.8841084889376535,1515.110016,5579.112
2017-08-11,3650.62,2021190016,60241844923,38049.992,308.86,47.1,-0.9443261893998204,-0.9005814592462845,-0.6802037880364099,-0.19415815392987854,-0.8112186634705846,2021.190016,6024.1844923
2017-08-12,3884.71,2219589888,64111163866,38049.992,310.6,46.43,-0.8759024198034892,-0.8299773259604328,-0.6913270783656986,-0.18720339512522466,-0.7826434736927455,2219.589888,6411.1163866
2017-08-13,4073.26,3159089920,67230528989,38049.992,298.06,45.81,-0.8207405880684453,-0.7731085603957041,-0.7016202724017566,-0.23732562237255767,-0.6473289120448129,3159.08992,6723.0528989
2017-08-14,4325.13,2463089920,71394704654,38049.992,300.1,45.8,-0.7471026687193373,-0.6971417824440297,-0.70178629166040285,-0.22917176722227375,-0.7475725860194414,2463.08992,7139.4704654
2017-08-15,4181.93,3258050048,69038855081,38049.992,289.82,43.31,-0.7887627413991013,-0.7403324863892387,-0.7431250870632813,-0.27026080199919433,-0.6330758562865952,3258.050048,6903.8855081
2017-08-16,4376.63,2272039936,72260183303,38049.992,302.27,44.15,-0.7317978275981747,-0.6816088127989302,-0.7291794693370091,-0.22049830365555045,-0.7750891841644902,2272.039936,7226.0183303
2017-08-17,4331.69,2553359872,71527949443,38049.992,301.46,43.91,-0.7447464114873142,-0.6951632138834114,-0.7331639315445154,-0.22373586378875138,-0.7345711612522096,2553.359872,7152.7949443
2017-08-18,4160.62,2941710080,68710871037,38049.992,295.59,47.28,-0.7945627038701528,-0.7467598181006382,-0.6772154413807802,-0.24719818228491122,-0.678637753725297,2941.71008,6871.0871037
2017-08-19,4193.7,2975820032,69265141208,38049.992,297.47,45.48,-0.7847611716022498,-0.7367825242004461,-0.707098907937078,-0.23968384518562985,-0.6737249564442938,2975.820032,6926.5141207999995
2017-08-20,4087.66,2109769984,67520478838,38049.992,301.43,46.23,-0.8156132098515736,-0.7687653611162977,-0.6946474635386206,-0.22385577342331428,-0.7984606441704768,2109.769984,6752.0478838
2017-08-21,4001.74,2800890112,66106992038,38049.992,321.59,47.94,-0.8406088477287833,-0.794679783483423,-0.6662581703101377,-0.1432764989969801,-0.6989198097041901,2800.890112,6610.6992038
2017-08-22,4100.52,3764239872,67743202431,38049.992,314.79,46.73,-0.8116746387398102,-0.7648866428709387,-0.6863465006063156,-0.1704560161645927,-0.5601702130591087,3764.239872,6774.3202431
2017-08-23,4151.52,2369819904,68593954170,38049.992,317.52,53.25,-0.7966302234743472,-0.749504478756374,-0.5781019439690593,-0.15954423941936008,-0.7610061048060971,2369.819904,6859.395417
2017-08-24,4334.68,2037750016,71625870868,38049.992,325.61,50.19,-0.7430148010614366,-0.6942613968108122,-0.6289038371147656,-0.1272086079655383,-0.808833555365671,2037.750016,7162.5870868
2017-08-25,4371.6,1727970048,72241507489,38049.992,331.92,51.18,-0.7321280845795671,-0.6831259164361116,-0.6124679305088018,-0.10198761482912116,-0.8534506273715085,1727.970048,7224.1507489
2017-08-26,4352.4,1511609984,71929882019,38049.992,333.88,51.75,-0.7376387673828556,-0.6889168488086539,-0.6030048327659742,-0.09415351870433875,-0.8846125924817753,1511.609984,7192.9882019
2017-08-27,4382.88,1537459968,72441993792,38049.992,347.89,61.16,-0.7285827504249585,-0.6797237436672433,-0.4467807103799955,-0.03815571936341897,-0.8808894640789803,1537.459968,7244.1993792
2017-08-28,4382.66,1959330048,72445588933,38049.992,347.75,62.36,-0.7285191751283561,-0.6797900981006788,-0.4268583993424636,-0.03871529765804624,-0.8201282474709767,1959.330048,7244.5588933
2017-08-29,4579.02,2486080000,75699786263,38049.992,370.67,63.17,-0.6709730147810061,-0.6205657501489941,-0.4134108393921296,0.052895663148083874,-0.7442613646341388,2486.08,7569.9786263
2017-08-30,4565.3,1937849984,75482724984,38049.992,378.48,64.17,-0.6748114553855085,-0.6247038539068731,-0.39680891352751974,0.08411213801265088,-0.8232219838683477,1937.849984,7548.2724984
2017-08-31,4703.39,1944930048,77775374625,38049.992,383.04,71.06,-0.6342689896152227,-0.5830543824837313,-0.2824216443203579,0.10233840246622651,-0.8222022545187276,1944.930048,7777.5374625
2017-09-01,4892.01,2599079936,80905039782,38049.992,387.74,86.04,-0.5789250154505595,-0.5261645041447278,-0.0337247948685022,0.1211242452144294,-0.7279861796577912,2599.079936,8090.5039782
2017-09-02,4578.77,2722139904,75734114962,38049.992,348.98,79.02,-0.6703659573051247,-0.6206411529142616,-0.15027031443806355,-0.03379900264096327,-0.7102620657044576,2722.139904,7573.4114962
2017-09-03,4582.96,1933190016,75812181334,38049.992,347.48,76.84,-0.6689854571371009,-0.6193774025683788,-0.1864625128229129,-0.03979448436911314,-0.823893150984618,1933.190016,7581.2181334
2017-09-04,4236.31,2987330048,70087101256,38049.992,295.17,65.21,-0.7702258991756931,-0.7239308768882577,-0.3795429106283256,-0.24887691716879304,-0.6720671887843128,2987.330048,7008.7101256
2017-09-05,4376.53,2697969920,72417728536,38049.992,312.99,71.29,-0.7290118492690183,-0.6816389739050372,-0.2786032013714975,-0.17765059423837257,-0.7137432266183484,2697.96992,7241.7728536
2017-09-06,4597.12,2172100096,76077049312,38049.992,334.34,80.11,-0.6643016185166364,-0.6151065899436291,-0.13217421524563874,-0.0923149043077062,-0.7894833461444278,2172.100096,7607.7049312
2017-09-07,4599.88,1844620032,76132843874,38049.992,329.43,78.48,-0.6633149657461475,-0.6142741434150761,-0.15923535440495273,-0.11194011449784999,-0.8366497323065061,1844.620032,7613.2843874
2017-09-08,4228.75,2700890112,69999555938,38049.992,296.5,67.79,-0.7717740219219211,-0.7262110565099462,-0.33670994189763204,-0.24356092336983354,-0.7133226364246827,2700.890112,6999.9555938
2017-09-09,4226.06,1386230016,69963847482,38049.992,294.4,66.01,-0.7724054785689378,-0.7270223902642241,-0.36626136993663755,-0.25195459778924345,-0.9026708520150244,1386.230016,6996.3847482
2017-09-10,4122.94,1679090048,68263826801,38049.992,288.75,61.61,-0.8024680878030979,-0.7581245228817519,-0.439309843740921,-0.27453757896527453,-0.8604907290724852,1679.090048,6826.3826801
2017-09-11,4161.27,1557330048,68907352119,38049.992,294.53,66.04,-0.79108819673263,-0.7465637709109426,-0.36576331216069924,-0.25143498937280384,-0.878027610887357,1557.330048,6890.7352119
2017-09-12,4130.81,1864530048,68412822896,38049.992,291.46,64.23,-0.7998332896318392,-0.7557508438311316,-0.3958127979756431,-0.2637057419764172,-0.8337821272020037,1864.530048,6841.2822896
2017-09-13,3882.59,2219409920,64311123695,38049.992,277.11,61.73,-0.8723663956427592,-0.8306167414099009,-0.4373176126371679,-0.3210625171757175,-0.7826693941719378,2219.40992,6431.1123695
2017-09-14,3154.95,2716310016,52265453816,38049.992,213.91,41.58,-1.085378078725966,-1.0500810138867993,-0.7718464188090564,-0.5736721473217655,-0.7111017343710964,2716.310016,5226.5453816
2017-09-15,3637.52,4148069888,60267886368,38049.992,250.46,48.21,-0.9438656810109064,-0.9045325641463001,-0.661775650326693,-0.4275822425458469,-0.5048878409533898,4148.069888,6026.7886368
2017-09-16,3625.04,1818400000,60068678195,38049.992,246.52,48.26,-0.94738841313298106,-0.9082966701884524,-0.6609455540334626,-0.44333037455178725,-0.8404261580815238,1818.4,6006.8678195
2017-09-17,3582.88,1239149952,59377995376,38049.992,251.75,48.49,-0.9596022220144891,-0.9210125925231591,-0.6571271110846022,-0.42242612825963805,-0.923854538773334,1239.149952,5937.7995376
2017-09-18,4065.2,1943209984,67377945990,38049.992,293.5,55.53,-0.8181337140785784,-0.7755395455479276,-0.5402495529977489,-0.2555518868261333,-0.8224499923561293,1943.209984,6737.794599
2017-09-19,3924.97,1563980032,65061185838,38049.992,282.8,52.84,-0.8591025422329984,-0.8178344646417589,-0.5849087335735493,-0.29831965648693565,-0.8770698252148965,1563.980032,6506.1185838
